f150_descripcion;f120_referencia;f121_id_barras_principal;f120_descripcion;f117_descripcion_color;f121_id_ext1_detalle;f121_id_ext2_detalle;CATEGORIA;LINEA;MARCA;COLECCION;SECTOR;f400_fecha_ult_entrada;f400_fecha_ult_salida;f400_cant_existencia_1;f400_cant_comprometida_1;f400_cant_pendiente_salir_1;FECHA MINIMA ENTRADA;FECHA MAXIMA ENTRADA;FECHA MINIMA SALIDA;FECHA MAXIMA SALIDA
PRODUCTO TERMINADO ECOMMERCE;PF51350260                                        ;7706718556879;JEANS BURANO;NEGRO;1;8;FOR ME TOO JEANS WEAR                   ;JEANS;FORMETOO                                ;PRECIOS ESPECIALES;JEANS BOTA ANCHA                        ;11/12/2024;07/03/2024;2;0;0;8/11/2021;11/12/2024;8/11/2021;8/11/2021
TERMINAL DEL NORTE;PF51350260                                        ;7706718556848;JEANS BURANO;NEGRO;1;12;FOR ME TOO JEANS WEAR                   ;JEANS;FORMETOO                                ;PRECIOS ESPECIALES;JEANS BOTA ANCHA                        ;02/04/2025;NULL;1;0;0;2/04/2025;2/04/2025;2/04/2025;2/04/2025
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF51350260                                        ;7706718556855;JEANS BURANO;NEGRO;1;14;FOR ME TOO JEANS WEAR                   ;JEANS;FORMETOO                                ;PRECIOS ESPECIALES;JEANS BOTA ANCHA                        ;31/07/2025;31/07/2025;1;0;0;NULL;NULL;NULL;NULL
UNICO BARRANQUILLA;PF51350260                                        ;7706718556879;JEANS BURANO;NEGRO;1;8;FOR ME TOO JEANS WEAR                   ;JEANS;FORMETOO                                ;PRECIOS ESPECIALES;JEANS BOTA ANCHA                        ;08/06/2022;01/12/2024;1;0;0;8/11/2021;8/06/2022;8/11/2021;8/11/2021
UNICO BARRANQUILLA;PF51350260                                        ;7706718556831;JEANS BURANO;NEGRO;1;10;FOR ME TOO JEANS WEAR                   ;JEANS;FORMETOO                                ;PRECIOS ESPECIALES;JEANS BOTA ANCHA                        ;25/10/2023;04/07/2024;1;0;0;8/11/2021;25/10/2023;8/11/2021;8/11/2021
LA 35;PF51340049                                        ;7706718556930;SHORT BURANO;NEGRO;1;12;FOR ME TOO JEANS WEAR                   ;SHORT;FORMETOO                                ;OCTUBRE RAGGED PROMO 2023;SHORT                                   ;07/07/2023;13/12/2023;1;0;0;25/08/2022;7/07/2023;25/08/2022;25/08/2022
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31120996                                        ;7706718860785;TOP MANGAS MESH;BEIGE CLARO;270;XS                  ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;REMATON 27 DE JULIO 2023;CAMISETA MANGA CORTA                    ;22/01/2025;21/01/2025;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF12310306                                        ;7706718557364;PANTALON HOWLAND;NEGRO;1;6;GLAM WORDS;PANTALON;RAGGED                                  ;OCTUBRE RAGGED C5 2021;PANTALON BOTA RECTA                     ;06/07/2022;11/12/2021;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31112547                                        ;7706718557449;BLUSA BAY BEACH;BLANCO;100;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;OCTUBRE RAGSTYLE 2021;CAMISA MANGA SISA                       ;21/05/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31112547                                        ;7706718557449;BLUSA BAY BEACH;BLANCO;100;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;OCTUBRE RAGSTYLE 2021;CAMISA MANGA SISA                       ;07/02/2022;22/01/2025;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO ECOMMERCE;PF31121000                                        ;7706718569824;CAMISETA FLORECER;GRIS PASTEL;50;L                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;PROMOCION RAGSTYLE OCTUBRE;CAMISETA MANGA CORTA                    ;04/10/2022;28/11/2022;9;0;0;7/04/2022;4/10/2022;7/04/2022;7/04/2022
PRODUCTO TERMINADO ECOMMERCE;PF31121000                                        ;7706718569831;CAMISETA FLORECER;GRIS PASTEL;50;M                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;PROMOCION RAGSTYLE OCTUBRE;CAMISETA MANGA CORTA                    ;07/04/2022;10/04/2023;6;0;0;7/04/2022;7/04/2022;7/04/2022;7/04/2022
PRODUCTO TERMINADO ECOMMERCE;PF31121000                                        ;7706718569848;CAMISETA FLORECER;GRIS PASTEL;50;S                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;PROMOCION RAGSTYLE OCTUBRE;CAMISETA MANGA CORTA                    ;07/04/2022;06/03/2023;2;0;0;7/04/2022;7/04/2022;7/04/2022;7/04/2022
TERMINAL DEL NORTE;PF12510267                                        ;7706718558194;VESTIDO GRECIA;NEGRO;1;XS                  ;GLAM WORDS;VESTIDO;RAGGED                                  ;ENERO RAGGED C2 2022;VESTIDO LARGO MANGA 3/4                 ;18/01/2024;08/01/2025;2;0;0;7/12/2023;18/01/2024;7/12/2023;7/12/2023
CONSIGNACION CAROLINA MACHADO;PF12510267                                        ;7706718558194;VESTIDO GRECIA;NEGRO;1;XS                  ;GLAM WORDS;VESTIDO;RAGGED                                  ;ENERO RAGGED C2 2022;VESTIDO LARGO MANGA 3/4                 ;15/07/2025;04/06/2024;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF12510267                                        ;7706718558194;VESTIDO GRECIA;NEGRO;1;XS                  ;GLAM WORDS;VESTIDO;RAGGED                                  ;ENERO RAGGED C2 2022;VESTIDO LARGO MANGA 3/4                 ;02/07/2024;15/07/2025;2;0;0;NULL;NULL;NULL;NULL
TERMINAL DEL NORTE;PF12510267                                        ;7706718558170;VESTIDO GRECIA;NEGRO;1;S                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;ENERO RAGGED C2 2022;VESTIDO LARGO MANGA 3/4                 ;29/01/2025;26/12/2024;2;0;0;7/12/2023;29/01/2025;7/12/2023;7/12/2023
CONSIGNACION CAROLINA MACHADO;PF12510267                                        ;7706718558170;VESTIDO GRECIA;NEGRO;1;S                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;ENERO RAGGED C2 2022;VESTIDO LARGO MANGA 3/4                 ;05/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF12510267                                        ;7706718558163;VESTIDO GRECIA;NEGRO;1;M                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;ENERO RAGGED C2 2022;VESTIDO LARGO MANGA 3/4                 ;14/07/2025;05/12/2024;1;0;0;NULL;NULL;NULL;NULL
PUENTE ARANDA;PF12510267                                        ;7706718558170;VESTIDO GRECIA;NEGRO;1;S                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;ENERO RAGGED C2 2022;VESTIDO LARGO MANGA 3/4                 ;18/09/2023;04/05/2025;3;0;0;25/01/2022;18/09/2023;25/01/2022;25/01/2022
PUENTE ARANDA;AS431317                                          ;7706718581987;LENTES DE SOL 9622;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;22/11/2021;16/12/2021;1;0;0;22/11/2021;22/11/2021;22/11/2021;22/11/2021
FRANQUICIAS;AS431319                                          ;7706718582021;LENTES DE SOL 9850;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;01/03/2024;30/10/2024;2;0;0;11/12/2021;1/03/2024;11/12/2021;11/12/2021
TERMINAL DEL NORTE;AS431325                                          ;7706718582144;LENTES DE SOL 78050;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;14/08/2024;05/06/2024;1;0;0;11/12/2021;14/08/2024;11/12/2021;11/12/2021
FRANQUICIAS;AS431325                                          ;7706718582144;LENTES DE SOL 78050;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;29/04/2024;17/06/2024;1;0;0;11/12/2021;29/04/2024;11/12/2021;11/12/2021
FRANQUICIAS;AS431326                                          ;7706718582168;LENTES DE SOL 9623OC;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;30/10/2024;18/10/2024;1;0;0;11/12/2021;11/12/2021;11/12/2021;11/12/2021
VIVA BARRANQUILLA;AS431327                                          ;7706718582182;LENTES DE SOL 9855CM;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;11/12/2021;02/09/2023;1;0;0;11/12/2021;11/12/2021;11/12/2021;11/12/2021
VIVA BARRANQUILLA;AS431328                                          ;7706718582205;LENTES DE SOL 9918CC;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;22/11/2021;NULL;1;0;0;22/11/2021;22/11/2021;22/11/2021;22/11/2021
FRANQUICIAS;AS431329                                          ;7706718582229;LENTES DE SOL 9945CM;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;23/10/2023;31/03/2025;2;0;0;11/12/2021;11/12/2021;11/12/2021;11/12/2021
FRANQUICIAS;AS431332                                          ;7706718582281;LENTES DE SOL P0074;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;26/08/2022;17/11/2023;2;0;0;11/12/2021;12/08/2022;11/12/2021;11/12/2021
FRANQUICIAS;AS431334                                          ;7706718582328;LENTES DE SOL P0117;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;11/12/2021;29/10/2022;1;0;0;11/12/2021;11/12/2021;11/12/2021;11/12/2021
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;AS431337                                          ;7706718582380;LENTES DE SOL P0137;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;05/01/2023;06/09/2022;1;0;0;NULL;NULL;NULL;NULL
INSUMOS;IN100242                                          ;N/A;BOTON DE PASTA CONSUL;BLANCO;100;24L                 ;N/A;N/A;N/A;JUNIO RAGGED 2023;N/A;18/07/2025;31/07/2025;3199;0;0;NULL;NULL;NULL;NULL
SAN DIEGO 3;AS431339                                          ;7706718582427;LENTES DE SOL P0146;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;27/11/2023;06/05/2025;1;0;0;8/03/2022;27/11/2023;8/03/2022;8/03/2022
FRANQUICIAS;AS431339                                          ;7706718582427;LENTES DE SOL P0146;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;30/10/2024;30/10/2024;1;0;0;NULL;NULL;NULL;NULL
PUENTE ARANDA;AS431339                                          ;7706718582427;LENTES DE SOL P0146;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;18/02/2022;19/03/2024;1;0;0;18/02/2022;18/02/2022;18/02/2022;18/02/2022
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;AS431340                                          ;7706718582441;LENTES DE SOL P0147;NO APLICA;999;GEN                 ;R-PETITE;GAFAS DE SOL                            ;R-PETITE                                ;GENERICO;GENERICO                                ;05/01/2023;06/09/2022;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31510938                                        ;7706718558453;VESTIDO TANNA;ROJO CARNAUBA;615;L                   ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;OCTUBRE RAGSTYLE 2021;VESTIDO CORTO MANGA LARGA               ;29/09/2023;11/12/2021;1;0;0;NULL;NULL;NULL;NULL
RIONEGRO;PF51120611                                        ;7706718558682;CAMISETA ESCOTE PICO;ROSADO BRILLANTE;670;XS                  ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;20/09/2022;07/12/2021;3;0;0;25/11/2021;20/09/2022;25/11/2021;25/11/2021
RIONEGRO;PF51120611                                        ;7706718558668;CAMISETA ESCOTE PICO;ROSADO BRILLANTE;670;S                   ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;04/11/2022;27/05/2025;8;0;0;25/11/2021;4/11/2022;25/11/2021;25/11/2021
BELLO 2;PF51120611                                        ;7706718558569;CAMISETA ESCOTE PICO;NEGRO;1;S                   ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;26/08/2023;25/06/2025;1;0;0;31/03/2022;26/08/2023;31/03/2022;31/03/2022
LA 65;PF51120611                                        ;7706718558569;CAMISETA ESCOTE PICO;NEGRO;1;S                   ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;11/06/2025;05/06/2025;10;0;0;3/01/2022;11/06/2025;3/01/2022;3/01/2022
LA 35;PF51120611                                        ;7706718558743;CAMISETA ESCOTE PICO;NARANJA BRILLANTE;820;L                   ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;25/07/2024;24/07/2024;1;0;0;27/01/2024;25/07/2024;27/01/2024;27/01/2024
VIVA CAUCASIA;PF51120611                                        ;7706718558552;CAMISETA ESCOTE PICO;NEGRO;1;M                   ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;14/12/2022;30/12/2023;2;0;0;25/11/2021;14/12/2022;25/11/2021;25/11/2021
UNICO BARRANQUILLA;PF51120611                                        ;7706718558583;CAMISETA ESCOTE PICO;NEGRO;1;XS                  ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;01/07/2024;07/02/2025;3;0;0;25/11/2021;1/07/2024;25/11/2021;25/11/2021
UNICO BARRANQUILLA;PF51120611                                        ;7706718558569;CAMISETA ESCOTE PICO;NEGRO;1;S                   ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;01/07/2024;07/02/2025;8;0;0;25/11/2021;1/07/2024;25/11/2021;25/11/2021
TERMINAL DEL NORTE;PF51120611                                        ;7706718558767;CAMISETA ESCOTE PICO;NARANJA BRILLANTE;820;S                   ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;03/02/2025;31/07/2025;2;0;0;10/06/2022;3/02/2025;10/06/2022;10/06/2022
TERMINAL DEL NORTE;PF51120611                                        ;7706718558668;CAMISETA ESCOTE PICO;ROSADO BRILLANTE;670;S                   ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;24/09/2024;21/03/2025;1;0;0;10/06/2022;24/09/2024;10/06/2022;10/06/2022
TERMINAL DEL NORTE;PF51120611                                        ;7706718558781;CAMISETA ESCOTE PICO;NARANJA BRILLANTE;820;XS                  ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;03/02/2025;30/07/2025;1;0;0;24/06/2022;3/02/2025;24/06/2022;24/06/2022
VIVA CAUCASIA;PF51120611                                        ;7706718558576;CAMISETA ESCOTE PICO;NEGRO;1;XL                  ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;14/12/2022;08/05/2023;1;0;0;25/11/2021;14/12/2022;25/11/2021;25/11/2021
PRODUCTO TERMINADO ECOMMERCE;PF51120611                                        ;7706718558682;CAMISETA ESCOTE PICO;ROSADO BRILLANTE;670;XS                  ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;01/02/2025;08/12/2024;4;0;0;17/11/2021;1/02/2025;17/11/2021;17/11/2021
PUENTE ARANDA;PF51120611                                        ;7706718558644;CAMISETA ESCOTE PICO;ROSADO BRILLANTE;670;L                   ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;25/11/2021;NULL;1;0;0;25/11/2021;25/11/2021;25/11/2021;25/11/2021
UNICO BARRANQUILLA;PF51120611                                        ;7706718558552;CAMISETA ESCOTE PICO;NEGRO;1;M                   ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;01/07/2024;04/05/2025;1;0;0;25/11/2021;1/07/2024;25/11/2021;25/11/2021
UNICO BARRANQUILLA;PF51120611                                        ;7706718558781;CAMISETA ESCOTE PICO;NARANJA BRILLANTE;820;XS                  ;FORMETOO;CAMISETA;FORMETOO                                ;PROMOCION MAYO RAGGED 2024;CAMISETA MANGA CORTA                    ;14/05/2022;22/08/2024;2;0;0;25/11/2021;14/05/2022;25/11/2021;25/11/2021
