f150_descripcion;f120_referencia;f121_id_barras_principal;f120_descripcion;f117_descripcion_color;f121_id_ext1_detalle;f121_id_ext2_detalle;CATEGORIA;LINEA;MARCA;COLECCION;SECTOR;f400_fecha_ult_entrada;f400_fecha_ult_salida;f400_cant_existencia_1;f400_cant_comprometida_1;f400_cant_pendiente_salir_1;FECHA MINIMA ENTRADA;FECHA MAXIMA ENTRADA;FECHA MINIMA SALIDA;FECHA MAXIMA SALIDA
RIONEGRO;PF18120051                                        ;7706718475484;CAMISETA VALENCIA;AZUL OSCURO;401;S                   ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;05/02/2024;30/07/2025;6;0;0;28/12/2023;5/02/2024;28/12/2023;28/12/2023
CONSIGNACION CAROLINA MACHADO;PF31510894                                        ;7706718476764;VESTIDO BRASILIA;COBRE;220;M                   ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;PROMO RAGSTYLE SEPTIEMBRE;VESTIDO CORTO MANGA CORTA               ;11/02/2025;NULL;1;0;0;NULL;NULL;NULL;NULL
GUAYABAL 2;PF11310644                                        ;7706718477761;PANTALON ANTALYA;CALIDAD TIPO B;0;10;TRENDS;PANTALON;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;PANTALON BOTA RECTA                     ;24/09/2021;29/11/2022;1;0;0;24/09/2021;24/09/2021;24/09/2021;24/09/2021
LA 65;PF11310644                                        ;7706718477839;PANTALON ANTALYA;BLANCO CRUDO;101;14;TRENDS;PANTALON;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;PANTALON BOTA RECTA                     ;27/08/2022;09/01/2024;2;0;0;14/10/2021;27/08/2022;14/10/2021;14/10/2021
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF11310644                                        ;7706718477853;PANTALON ANTALYA;BLANCO CRUDO;101;8;TRENDS;PANTALON;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;PANTALON BOTA RECTA                     ;31/07/2025;12/08/2024;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF12320135                                        ;7706718478423;FALDA CORUNA;ROSADO PALO DE ROSA;685;8;RAGGED;FALDA;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;FALDA LARGA                             ;06/11/2024;30/04/2022;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF11511032                                        ;7706718478225;VESTIDO ROTERDAM;AZUL OSCURO;401;M                   ;RAGGED;VESTIDO;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;VESTIDO CORTO MANGA CORTA               ;01/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF11112253                                        ;7706718478508;BLUSA HUDSON;BLANCO CRUDO;101;S                   ;TRENDS;CAMISA;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;CAMISA MANGA CORTA                      ;05/01/2023;18/01/2023;1;0;0;NULL;NULL;NULL;NULL
ORQUIDEA PLAZA;PF13120504                                        ;7706718479352;CROP TOP RESORTADO;NEGRO;1;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;22/05/2025;02/04/2025;1;0;0;14/08/2021;22/05/2025;14/08/2021;14/08/2021
ORQUIDEA PLAZA;PF13120504                                        ;7706718479390;CROP TOP RESORTADO;BLANCO CRUDO;101;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;22/05/2025;12/06/2025;1;0;0;14/08/2021;22/05/2025;14/08/2021;14/08/2021
SANTA LUCIA;PF13120504                                        ;7706718479383;CROP TOP RESORTADO;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;30/08/2021;2;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
GUAYABAL 2;PF13120504                                        ;7706718479314;CROP TOP RESORTADO;CALIDAD TIPO B;0;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;26/06/2025;03/07/2025;1;0;0;18/12/2021;26/06/2025;18/12/2021;18/12/2021
GUAYABAL 2;PF13120504                                        ;7706718479307;CROP TOP RESORTADO;CALIDAD TIPO B;0;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;24/04/2025;03/06/2025;2;0;0;28/12/2021;24/04/2025;28/12/2021;28/12/2021
GUAYABAL 2;PF13120504                                        ;7706718479291;CROP TOP RESORTADO;CALIDAD TIPO B;0;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;24/04/2025;09/07/2025;1;0;0;27/09/2021;24/04/2025;27/09/2021;27/09/2021
LA 65;PF13120504                                        ;7706718479352;CROP TOP RESORTADO;NEGRO;1;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;25/07/2025;24/07/2025;2;0;0;7/09/2021;25/07/2025;7/09/2021;7/09/2021
LA 65;PF13120504                                        ;7706718479345;CROP TOP RESORTADO;NEGRO;1;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;09/07/2025;24/07/2025;1;0;0;25/08/2021;9/07/2025;25/08/2021;25/08/2021
LA 65;PF13120504                                        ;7706718479338;CROP TOP RESORTADO;NEGRO;1;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;25/07/2025;24/07/2025;1;0;0;25/08/2021;25/07/2025;25/08/2021;25/08/2021
LA 65;PF13120504                                        ;7706718479321;CROP TOP RESORTADO;NEGRO;1;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;09/07/2025;24/07/2025;1;0;0;7/09/2021;9/07/2025;7/09/2021;7/09/2021
UNICO CALI;PF13120504                                        ;7706718479390;CROP TOP RESORTADO;BLANCO CRUDO;101;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;08/05/2025;1;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
UNICO CALI;PF13120504                                        ;7706718479376;CROP TOP RESORTADO;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;30/07/2025;26/07/2025;2;0;0;14/08/2021;30/07/2025;14/08/2021;14/08/2021
LA 65;PF13120504                                        ;7706718479376;CROP TOP RESORTADO;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;09/07/2025;24/07/2025;3;0;0;28/09/2021;9/07/2025;28/09/2021;28/09/2021
PUERTA DEL NORTE;PF13120504                                        ;7706718479383;CROP TOP RESORTADO;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;23/03/2025;2;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
TESORO;PF13120504                                        ;7706718479345;CROP TOP RESORTADO;NEGRO;1;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;04/03/2025;2;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
TESORO;PF13120504                                        ;7706718479338;CROP TOP RESORTADO;NEGRO;1;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;14/03/2025;2;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120504                                        ;7706718479383;CROP TOP RESORTADO;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;01/07/2025;21/04/2025;1;0;0;NULL;NULL;NULL;NULL
CAMINO REAL ll;PF13120504                                        ;7706718479376;CROP TOP RESORTADO;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;21/04/2025;1;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120504                                        ;7706718479369;CROP TOP RESORTADO;BLANCO CRUDO;101;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;01/07/2025;21/04/2025;1;0;0;NULL;NULL;NULL;NULL
PLAZA DEL PARQUE;PF13120504                                        ;7706718479383;CROP TOP RESORTADO;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;14/05/2025;24/05/2025;2;0;0;14/08/2021;14/05/2025;14/08/2021;14/08/2021
FRANQUICIAS;PF13120504                                        ;7706718479383;CROP TOP RESORTADO;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;07/03/2025;20/07/2025;1;0;0;14/08/2021;7/03/2025;14/08/2021;14/08/2021
PLAZA DEL PARQUE;PF13120504                                        ;7706718479376;CROP TOP RESORTADO;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;30/06/2025;1;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
PLAZA DEL PARQUE;PF13120504                                        ;7706718479369;CROP TOP RESORTADO;BLANCO CRUDO;101;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;14/05/2025;1;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
FRANQUICIAS;PF13120504                                        ;7706718479369;CROP TOP RESORTADO;BLANCO CRUDO;101;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;18/07/2025;1;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
PUERTA DEL NORTE;PF13120504                                        ;7706718479376;CROP TOP RESORTADO;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;09/03/2025;1;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
NUESTRO ATLANTICO;PF13120504                                        ;7706718479345;CROP TOP RESORTADO;NEGRO;1;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;29/07/2025;NULL;3;0;0;29/07/2025;29/07/2025;29/07/2025;29/07/2025
JARDIN PLAZA;PF13120504                                        ;7706718479345;CROP TOP RESORTADO;NEGRO;1;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;23/04/2025;1;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
PRODUCTO TERMINADO RAGGED;PF13120504                                        ;7706718479338;CROP TOP RESORTADO;NEGRO;1;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;26/07/2025;28/02/2025;48;0;0;27/07/2021;26/07/2025;27/07/2021;27/07/2021
MAYORCA;PF13120504                                        ;7706718479321;CROP TOP RESORTADO;NEGRO;1;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;25/04/2025;1;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
PRODUCTO TERMINADO RAGGED;PF13120504                                        ;7706718479321;CROP TOP RESORTADO;NEGRO;1;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;24/07/2025;28/02/2025;18;0;0;27/07/2021;24/07/2025;27/07/2021;27/07/2021
PRODUCTO TERMINADO RAGGED;PF13120504                                        ;7706718479390;CROP TOP RESORTADO;BLANCO CRUDO;101;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;26/07/2025;28/02/2025;10;0;0;27/07/2021;26/07/2025;27/07/2021;27/07/2021
PRODUCTO TERMINADO RAGGED;PF13120504                                        ;7706718479383;CROP TOP RESORTADO;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;26/07/2025;28/02/2025;22;0;0;27/07/2021;26/07/2025;27/07/2021;27/07/2021
PRODUCTO TERMINADO RAGGED;PF13120504                                        ;7706718479376;CROP TOP RESORTADO;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;24/07/2025;28/02/2025;18;0;0;27/07/2021;24/07/2025;27/07/2021;27/07/2021
PRODUCTO TERMINADO RAGGED;PF13120504                                        ;7706718479369;CROP TOP RESORTADO;BLANCO CRUDO;101;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;26/07/2025;28/02/2025;14;0;0;27/07/2021;26/07/2025;27/07/2021;27/07/2021
NUESTRO ATLANTICO;PF13120504                                        ;7706718479338;CROP TOP RESORTADO;NEGRO;1;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;29/07/2025;07/12/2021;3;0;0;11/11/2021;29/07/2025;11/11/2021;11/11/2021
NUESTRO ATLANTICO;PF13120504                                        ;7706718479321;CROP TOP RESORTADO;NEGRO;1;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;29/07/2025;04/12/2021;2;0;0;11/11/2021;29/07/2025;11/11/2021;11/11/2021
NUESTRO URABA;PF13120504                                        ;7706718479321;CROP TOP RESORTADO;NEGRO;1;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;13/03/2025;18/07/2025;2;0;0;14/08/2021;13/03/2025;14/08/2021;14/08/2021
LA 35;PF13120504                                        ;7706718479352;CROP TOP RESORTADO;NEGRO;1;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;03/07/2025;21/07/2025;1;0;0;17/09/2021;3/07/2025;17/09/2021;17/09/2021
PRODUCTO TERMINADO RAGGED;PF13120504                                        ;7706718479352;CROP TOP RESORTADO;NEGRO;1;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;26/07/2025;28/02/2025;25;0;0;27/07/2021;26/07/2025;27/07/2021;27/07/2021
UNICO BUCARAMANGA;PF13120504                                        ;7706718479352;CROP TOP RESORTADO;NEGRO;1;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;NULL;1;0;0;28/02/2025;28/02/2025;28/02/2025;28/02/2025
LA 35;PF13120504                                        ;7706718479345;CROP TOP RESORTADO;NEGRO;1;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;03/07/2025;21/07/2025;2;0;0;2/05/2025;3/07/2025;2/05/2025;2/05/2025
PRODUCTO TERMINADO RAGGED;PF13120504                                        ;7706718479345;CROP TOP RESORTADO;NEGRO;1;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;26/07/2025;28/02/2025;42;0;0;27/07/2021;26/07/2025;27/07/2021;27/07/2021
NUESTRO ATLANTICO;PF13120504                                        ;7706718479352;CROP TOP RESORTADO;NEGRO;1;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;29/07/2025;NULL;1;0;0;29/07/2025;29/07/2025;29/07/2025;29/07/2025
FRANQUICIAS;PF13120504                                        ;7706718479352;CROP TOP RESORTADO;NEGRO;1;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;27/06/2025;20/07/2025;1;0;0;14/08/2021;27/06/2025;14/08/2021;14/08/2021
PEREIRA PLAZA;PF13120504                                        ;7706718479345;CROP TOP RESORTADO;NEGRO;1;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;15/05/2025;1;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
FRANQUICIAS;PF13120504                                        ;7706718479338;CROP TOP RESORTADO;NEGRO;1;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;20/07/2025;1;0;0;14/08/2021;28/02/2025;14/08/2021;14/08/2021
PEREIRA PLAZA;PF13120504                                        ;7706718479321;CROP TOP RESORTADO;NEGRO;1;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;22/06/2025;22/06/2025;1;0;0;14/08/2021;22/06/2025;14/08/2021;14/08/2021
PRODUCTO TERMINADO RAGGED;PF13120504                                        ;7703844245134;CROP TOP RESORTADO;NARANJA MELON;815;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;26/07/2025;28/02/2025;36;0;0;28/02/2025;26/07/2025;28/02/2025;28/02/2025
UNICO BUCARAMANGA;PF13120504                                        ;7703844245134;CROP TOP RESORTADO;NARANJA MELON;815;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;NULL;1;0;0;28/02/2025;28/02/2025;28/02/2025;28/02/2025
PRODUCTO TERMINADO RAGGED;PF13120504                                        ;7703844245127;CROP TOP RESORTADO;NARANJA MELON;815;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;26/07/2025;28/02/2025;63;0;0;28/02/2025;26/07/2025;28/02/2025;28/02/2025
PRODUCTO TERMINADO RAGGED;PF13120504                                        ;7703844245110;CROP TOP RESORTADO;NARANJA MELON;815;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;26/07/2025;28/02/2025;59;0;0;28/02/2025;26/07/2025;28/02/2025;28/02/2025
PRODUCTO TERMINADO RAGGED;PF13120504                                        ;7703844245103;CROP TOP RESORTADO;NARANJA MELON;815;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;24/07/2025;28/02/2025;30;0;0;28/02/2025;24/07/2025;28/02/2025;28/02/2025
PRODUCTO TERMINADO;PF13120504                                        ;7703844245134;CROP TOP RESORTADO;NARANJA MELON;815;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;30/04/2025;28/02/2025;1;0;0;NULL;NULL;NULL;NULL
SANTA LUCIA;PF13120504                                        ;7703844245110;CROP TOP RESORTADO;NARANJA MELON;815;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;NULL;2;0;0;28/02/2025;28/02/2025;28/02/2025;28/02/2025
SANTA LUCIA;PF13120504                                        ;7703844245103;CROP TOP RESORTADO;NARANJA MELON;815;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;NULL;1;0;0;28/02/2025;28/02/2025;28/02/2025;28/02/2025
TESORO;PF13120504                                        ;7703844245110;CROP TOP RESORTADO;NARANJA MELON;815;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;15/03/2025;2;0;0;28/02/2025;28/02/2025;28/02/2025;28/02/2025
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120504                                        ;7703844245110;CROP TOP RESORTADO;NARANJA MELON;815;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;03/06/2025;NULL;1;0;0;NULL;NULL;NULL;NULL
NUESTRO URABA;PF13120504                                        ;7703844245110;CROP TOP RESORTADO;NARANJA MELON;815;M                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;18/07/2025;1;0;0;28/02/2025;28/02/2025;28/02/2025;28/02/2025
TESORO;PF13120504                                        ;7703844245134;CROP TOP RESORTADO;NARANJA MELON;815;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;NULL;1;0;0;28/02/2025;28/02/2025;28/02/2025;28/02/2025
TESORO;PF13120504                                        ;7703844245127;CROP TOP RESORTADO;NARANJA MELON;815;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;28/02/2025;25/03/2025;1;0;0;28/02/2025;28/02/2025;28/02/2025;28/02/2025
LA 65;PF13120504                                        ;7703844245127;CROP TOP RESORTADO;NARANJA MELON;815;S                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;10/07/2025;24/07/2025;2;0;0;14/04/2025;10/07/2025;14/04/2025;14/04/2025
LA 65;PF13120504                                        ;7703844245103;CROP TOP RESORTADO;NARANJA MELON;815;L                   ;RAGGED;CAMISETA;RAGGED                                  ;MARZO RAGGED C1 2025;TOPS                                    ;10/07/2025;24/07/2025;1;0;0;19/05/2025;10/07/2025;19/05/2025;19/05/2025
INSUMOS;IE230027                                          ;N/A;ETIQUETA KRAFT FOR ME TOO CODIGOS BARRA;GENERICO;GEN                 ;GEN                 ;N/A;N/A;N/A;NA;N/A;08/05/2025;12/06/2025;264;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31320206                                        ;7706718481409;FALDA BAIKAL;NEGRO;1;8;RAGSTYLE;FALDA;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;FALDA LARGA                             ;01/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31112469                                        ;7706718481676;BLUSA BAIKAL;BLANCO CRUDO;101;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;CAMISA MANGA CORTA                      ;21/05/2024;NULL;2;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31510899                                        ;7706718482246;VESTIDO DAFNE;AMARILLO MOSTAZA;702;S                   ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;COLECCION RAGSTYLE;VESTIDO CORTO MANGA 3/4                 ;07/02/2025;NULL;2;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31510899                                        ;7706718482246;VESTIDO DAFNE;AMARILLO MOSTAZA;702;S                   ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;COLECCION RAGSTYLE;VESTIDO CORTO MANGA 3/4                 ;22/02/2022;07/02/2025;1;0;0;NULL;NULL;NULL;NULL
NUESTRO URABA;PF11120944                                        ;7706718482420;BLUSA DINAMARCA;VERDE SALVIA;360;M                   ;TRENDS;CAMISETA;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;CAMISETA MANGA LARGA                    ;02/08/2021;08/11/2021;1;0;0;2/08/2021;2/08/2021;2/08/2021;2/08/2021
CONSIGNACION CAROLINA MACHADO;PF31112467                                        ;7706718482567;BLUSA KENIA;BLANCO CRUDO;101;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMOCION RAGSTYLE SEPTIEMBRE;CAMISA DE TIRAS                         ;01/11/2024;08/11/2024;1;0;0;NULL;NULL;NULL;NULL
GUAYABAL 2;PF11120945                                        ;7706718483601;CAMISETA NAVAN;CALIDAD TIPO B;0;XS                  ;TRENDS;CAMISETA;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;CAMISETA MANGA CORTA                    ;08/02/2022;NULL;1;0;0;8/02/2022;8/02/2022;8/02/2022;8/02/2022
CONSIGNACION CAROLINA MACHADO;PF13120502                                        ;7706718483854;BODY GENOVA;BLANCO CRUDO;101;XS                  ;RAGGED;BODY;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;BODY                                    ;20/08/2024;24/12/2024;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120502                                        ;7706718483830;BODY GENOVA;BLANCO CRUDO;101;S                   ;RAGGED;BODY;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;BODY                                    ;14/11/2024;14/11/2024;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120502                                        ;7706718483953;BODY GENOVA;LILA;502;XS                  ;RAGGED;BODY;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;BODY                                    ;20/08/2024;29/12/2021;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31510903                                        ;7706718484066;VESTIDO BRYCE;COBRE;220;M                   ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;PROMO RAGSTYLE SEPTIEMBRE;VESTIDO LARGO MANGA 3/4                 ;22/02/2022;15/02/2023;1;0;0;NULL;NULL;NULL;NULL
UNICO BARRANQUILLA;PF35350181                                        ;7706718484578;JEANS VALENCIA;AZUL MEDIO;420;12;RAGSTYLE INDIGO                         ;JEANS;RAGSTYLE                                ;PROMOCION RAGSTYLE SEPTIEMBRE;JEANS BOTA TUBO                         ;11/04/2023;27/05/2025;2;0;0;5/12/2021;11/04/2023;5/12/2021;5/12/2021
CONSIGNACION CAROLINA MACHADO;PF31510908                                        ;7706718486046;VESTIDO LAURENT;CAFE CARAMELO;202;M                   ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;SEPTIEMBRE RAGSTYLE ECOMMERCE 2022;VESTIDO CORTO MANGA SISA                ;01/11/2024;10/02/2023;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31510908                                        ;7706718486060;VESTIDO LAURENT;CAFE CARAMELO;202;XL                  ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;SEPTIEMBRE RAGSTYLE ECOMMERCE 2022;VESTIDO CORTO MANGA SISA                ;09/08/2024;05/07/2023;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31510908                                        ;7706718486091;VESTIDO LAURENT;VERDE MILITAR;305;S                   ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;SEPTIEMBRE RAGSTYLE ECOMMERCE 2022;VESTIDO CORTO MANGA SISA                ;11/02/2025;22/04/2023;2;0;0;NULL;NULL;NULL;NULL
INSUMOS;IS290050                                          ;N/A;MARQUILLA RS AND COMFY SUP;GENERICO;GEN                 ;L                   ;N/A;N/A;N/A;NA;N/A;18/07/2025;22/07/2025;6473;0;441;NULL;NULL;NULL;NULL
INSUMOS;IS290050                                          ;N/A;MARQUILLA RS AND COMFY SUP;GENERICO;GEN                 ;M                   ;N/A;N/A;N/A;NA;N/A;18/07/2025;22/07/2025;3370;0;669;NULL;NULL;NULL;NULL
INSUMOS;IS290050                                          ;N/A;MARQUILLA RS AND COMFY SUP;GENERICO;GEN                 ;S                   ;N/A;N/A;N/A;NA;N/A;18/07/2025;22/07/2025;3745;0;669;NULL;NULL;NULL;NULL
INSUMOS;IS290050                                          ;N/A;MARQUILLA RS AND COMFY SUP;GENERICO;GEN                 ;XL                  ;N/A;N/A;N/A;NA;N/A;06/06/2025;14/03/2025;15056;0;0;NULL;NULL;NULL;NULL
